症状,所属证候,证候所有症状
湿疮,脾虚湿盛湿疮,皮肤起水疱，色黯淡不红，状如钱币，瘙痒淹汁，面色蒌黄，食少便溏，小便清长，舌质淡，苔薄白或白腻，脉沉缓。
湿疮,湿热下注湿疮,下胺及足部起红斑水疱，瘙痒不止，脂水淋滴.或外阴起红粟，沒淫湿烂，痒痛难忍，夜眠不安，舌质淡红，苔白腻，脉滑数。
湿疮,血疲风燥湿疮,皮损浸润肥厚，色晦暗，粗糖脱屑，干燥拆裂，好发于手足拿跖部位，坚韧如胼胝，病程日久，反复不愈，舌质黯或有瘀斑，脉细涩。
带状疱疹,湿热壅滞带状疱疹,初起局部灼热刺痛，皮损呈鲜红色，水疱之壁较紧，或见大疱，血疱，常伴有身热恶寒，口苦咽干，口渴，烦躁易怒，食欲不隹，小便赤，大便干结或不畅，舌质红，苔薄黄或腻，脉弦滑微数。
带状疱疹,热毒灼营带状疱疹,病势急剧，发热壮盛，皮肤出现痘疮祥水疱，遍及全身，痒痛相兼，兼见心烦口渴，舌质红绛，苍黄厍，脉多滑数。
带状疱疹,脾虚湿盛带状疱疹,病势较缓，局部皮损呈淡红色或黄白色，水疱壁松弛，或湿烂，疼痛稍轻，口不渴，不思饮食，或食后睢胀，大便时溏，舌体胖，苔白厚或白腻，脉缓或滑。
带状疱疹,气虚血瘀带状疱疹,皮疹色深红.水疱不丰满，或皮疹消退后持久性针刺样窜痛，久不消失，多见于老年体弱者，舌质暗，苔薄白，脉多沉细或沉缓。
阴部水疱,湿热下注阴部水疱,阴部水疱，溃烂较重，痒痛交作，小便黄赤，舌质红，苔黄腻，脉弦滑数。
阴部水疱,血热染毒阴部水痕,阴部水癒，患处渐红，糜烂，破溃，表面有腥臭脓液，自觉剧痛，可伴发热，心烦口干，舌质红，苔黄，脉弦数。
阴部水疱,气虚湿毒阴部水疱,阴部水疱反复发作，或皮疫消退较慢，兼有面色赛黄，气短懒言，肢体倦怠，舌质淡，苔白，脉沉缓。
阴部水疱,肝肾阴虚阴部水疱,病程日久，水抱仍反复发作，伴有头晕目眩，口干咽鑠，跟膝痠软，心烦寐少，舌质嫩红，脉细弱。
外阴疣赘,湿热疫毒外阴疣赘,外阴抚赞呈菜花状，色淡红，或表面有湿润糜烂面，或有臭秽脓液，便干，溲赤，舌质红，苔黄腻，脉弦滑。
外阴疣赘,湿毒凝聚外阴疣赘,阴部疣赘日久，或反复发作，统体较大，表面灰白色，或有污秽分泌物，发出奇臭，舌质暗，苔白，脉沉缓。
体臭,胎毒内遼体臭,腋部发出一种特殊的刺鼻臭味，夏季更甚，可伴汗液色黄，有的外阴、肛门、乳房亦散发臭味，或伴有油耳耵。常发于青壮年，女性多见。
体臭,湿热蛮蒸体臭,足部、腋下、乳房下、股根部等发出难闻臭气，尤以盛夏暑湿之时为著。一般冬季汗少时减轻，伴身热，汗出，心烦，舌质红，苔黄腻，脉滑数。亦多发于靑壮年。
尿道溢胺,湿热疫毒尿道溢胺,尿道口发红肿胀，溢旅黄稠，量较多，小便频急，混浊如脂，灼热疼痛，或伴有发热，舌质红，苔黄腻，脉滑数。
尿道溢胺,肝气郁结尿道溢脓,少腹胀痛，小便涩滞剌疼，尿道溢脓，可伴抑郁多怒，胸胁胀满，月经不调，舌质黯或带青，脉沉弦。
尿道溢胺,睥肾两虚尿道溢脓,尿道胺液溢出，小便不畅，或淋沥不尽，遇劳即发，伴精神蒌靡，腰膝痠软，畏寒肢冷，舌质淡，脉沉细弱。
尿道溢胺,阴虚内热尿道溢脓,尿道溢脓，小便时有赤涩，淋沥不止，病程日久不愈，伴两颧潮红，五心烦热，舌质嫩红，脉沉细而数。
杨梅疮,胎毐内藴杨梅疮,多发于出生时或出生后6周。发于婴儿时，乳不能进，二便不通，体弱瘦小，头面皮肤维纹很多呈老人貌。往往全身对称分布紫铜色斑片、大抱，口腔有廉烂、溃疡。2~3岁以后，可出现复发性杨梅疮，可见脓疱性丘疹或肛周或玻折部位出现湿性大丘疹（扁平湿疣〉。晚期胎毒杨梅疮可见有门齿稀疏.短平.第1对上门齿切缘中部呈半月状凹陷^耳昕力不好（神经性耳聋》，小腿胫骨向前呈弓形弯曲〔军刀胫〕。眼睛羞明流泪，角膀混浊浸润，甚至失明。
杨梅疮,湿热下注杨梅疮,大多生于前后阴，亦可见于口唇、乳房、眼险等处。初起为粟米大疹或硬块，四周锨肿，亮如水晶，破后成溃疡呈紫红色，四周坚硬隆起，无痒痛感，伴口中粘腻，小便黄。舌质红苔黄腻，脉弦滑。
杨梅疮,毒热炽盛杨梅疮,生疮前先有发热、头痛、骨节酸痈、咽痛等症，2~3天后，出现全身性发斑，皮疫形态各异，颜色玫瑰红或铜红色，手足心发疹明显，伴心烦急，口干渴，舌质红，苔薄黄，脉数。
杨梅疮,毒邪流窜杨梅疮,发无定处，随处可生，侵犯皮肤，可有结节或硬结肿块溃烂，后流出树胶样分泌物，亦可侵及脏腑而危及生命。可伴有全身不适，头痛，头昏，胸闷，心律，肢体麻木，走路不稳，视物模糊等。舌质黯绛或挤斑，苔白黄腻，脉弦或涩。
耳聋,风热袭肺耳聋,主要临床表现为一侧或双侧耳聋.耳鸣如刮风样，并有耳闭胀闷感。伴鼻塞、涕多、头痛、发热，舌质红，苔薄，脉浮数。
耳聋,肝火耳聋,耳聋耳鸣，突然发作，甚至全聋，耳鸣声如钟，或如风雷声，或如纗水声，伴有耳胀痛、耳闭，口苦咽干，面红目赤，大便燥，小便黄，舌红苔黄，脉弦数。
耳聋,肝血不足耳费,耳鸣如蝉，时轻时重，耳失聪敏，伴有眩晕，夜寐多梦，目干，视物模糊，舌质淡^脉细。
耳聋,肝阳上亢耳聋,耳鸣耳聋，眩晕胀痛，伴有面红目赤，失眠健忘，咽干口燥，睽膝痠软，舌红少津，脉弦细而数。
耳聋,肾阴虚耳聋,耳聋，逐渐加重，病程往往较长，鸣如鲜声，音低而微，伴有头晕目眩，失眠遗精，口咽发干，五心烦热，盗汗，腰膝痠痛，舌红苔薄，脉细数。
耳聋,肾气不足耳聋,耳聋耳鸣，日久不愈，伴有畏寒肢冷，膝膝痠软，遗精阳痿，尿多清长，倦怠乏力，纳少便清，面色魷白，舌质淡，苔薄白，脉细弱。
耳聋,心肾不交耳聋,耳鸣重听，虚烦失眠，心悸健忘，慶膝痠软，渐热盗汗，小便短赤，舌红少苔，脉细数。
耳聋,脾胃虚弱耳聋,耳聋耳鸣，劳倦加重，伴有倦怠乏力，纳少，食后腹胀，面色蒌黄，便溏，舌苔薄白，脉虚弱。
耳聋,痰火耳聋,两耳轰鸣，听音不清，耳闭堵闷，头昏而重，胸脘满闷，咳嗽瘐多，二便不畅，舌质红，苔黄滅，脉弦滑。
耳聋,气滞耻嵌耳聋,多因肝火上犯，或外伤所致，耳聋耳鸣，突然发生，伴头晕头痛，心烦急譟，胸胁胀满，舌苔薄，脉弦细。
耳胀闷,风寒袭肺耳胀闷,耳内闭塞，闷胀不适，听力减退，耳鸣呈低音调，鼻塞淸涕，恶寒发热，无汗，舌苔薄白，脉浮。
耳胀闷,风热犯肺耳胀闷,耳内作胀，或有耳痛，耳鸣如刮风样，听觉减退，鼻塞涕黄，咽干作痛，咳嗽痰黄，发热恶风，汗出，舌苔薄黄，脉浮数。
耳胀闷,肝胆湿热耳胀闷,耳内胀闷压迫感，耳痛重，听觉减退，耳鸣声响大，头晕头痛.口苦咽干，两胁胀闷，舌苔黄腻，脉弦数。
耳胀闷,脾气虚弱耳胀闷,耳内堵闷感，听觉减退，耳鸣呈低调，持续不断，时轻时重，鼻流粘涕，鼻通气差，食欲欠佳，倦怠无力，腹胀便溏，舌质淡，边有齿痕，苔腻，脉濡细。
耳胀闷,肝肾阴虚耳胀闷,耳堵闷，耳聋，多呈混合性聋，耳鸣如蝉，时轻时重，头晕眼花，记忆减退，腰膝痠软，手足心热，咽干，舌红苔少，脉细弱。
耳胀闷,肾阳亏虚耳胀闷,耳堵闷，耳聋，耳鸣声细，伴長寒肢冷，面色咣白，小便清长，舌淡苔白，脉沉细无力。
耳胀闷,气滞血褒耳胀闷,耳内如有物阻隔，日久不愈.昕音不清，耳内蛘鸣，舌质暗，苔薄，脉弦细。
耳痒,风热湿毒耳痒,耳部作痒难忍，痒甚则耳廓周围皮肤发红灼热，时流黄水，甚则经久不愈，搔痒不止而出血，疼痛。小儿多有发热、烦躁等症状，舌苔黄腻，脉数有力。血虚风。耳廓皮肤增厚，干裂，粗糙，作痒不止，有干痴和脱屑，伴见面黄肌瘦，食欲不振，身倦乏力，舌淡，脉虚细等。甚者可蔓延至外耳道。燥耳痒
耳痒,脾虚湿浊耳痒,耳部湿痒，时轻时重，日久不愈，流水较多，伴面黄倦怠，食少便溏，舌边有齿痕，脉细弱。
耳痒,肾虚火旺耳痒,外耳道奇痒难忍，但耳廓可不痒。或流黄水，或如风吹.并时兼耳痈。若加搔抓刺激，则耳中结痂，粗糙干厚。常伴腰疲乏力丨耳鸣眩晕，脉细数，舌质红。
耳痛,风热邪毒耳痛,其病变部位可在耳癉、外耳道和中耳等部位
耳痛,肝胆热毒耳痛,其病变仍可分以上三个部位。耳痈剧烈，痛不可忍，皮肤红肿髙突，鼓旗红，昕力明显减退。全身伴有发热，口苦咽干，大便干，小便黄，舌质红，苔黄腻，脉弦数。
耳痛,气血瘀阻耳痛,耳内疼痛抽擎难忍，头昏耳鸣，舌苔薄，舌质暗，脉细涩。
耳衄,肝火上逆耳衄,血从耳中突然流出，量较多，耳部疼痛，心烦易怒.或胸胁胀满。口苦，目赤，头痛，小便黄，舌质红，脉弦数有力。
耳衄,阴虚火旺耳衄,血从耳中缓缓流出，时作时止，量不多，耳部不肿痛，头晕目眩。心择耳鸣.腰膝痠软，神疲乏力，舌质红，脉细数。
耳内流脓,风热上扰耳内流脓,耳内疼痛胀闷，跳痛或锥刺状痈，剧痛后，耳内流脓则痛缓解，听觉差伴有头痛、发热、恶风、鼻塞流涕、咽干而痛，口渴，耳膜破渍，有脓液出，色黄，舌苔薄黄，脉浮数。
耳内流脓,肝胆湿热耳内流脓,发作急骤，耳痈甚，脓出痛减。伴有发热、口苦、咽干，头痛、便干溲赤。耳脓黄两，量多，舌苔黄腻，脉弦数。
耳内流脓,脾虚湿困耳内流脓,流脓日久，时轻时重，脓多而清稀，无臭味，听力减退，兼头昏头重，倦怠乏力，纳少便溏，舌淡苔白，脉虚弱。
耳内流脓,肾元亏损耳内流旅,流脓日久不愈，时淹时止，量少质稠，或结块，或呈豆渣样，味臭，耳鸣耳聋明显，伴头晕目眩.腰痠膝软，失眠多梦，遗精滑泄.舌苔少，咏细弱。
小儿青盲,肝经风热小儿青盲,双眼无光感，瞳神散大，神烦多语，双耳失聪，睑废口，咬牙踢足，伴有项强口禁，手足屈伸不利或偏瘫，舌绛苔薄黄，指纹青紫，透现风关或气关，脉弦散。
小儿青盲,血虚肝郁小儿青盲,双眼无光感或有光感，间有瞳散，烦躁不安，伴肢体颤抖或偏瘫，舌稍红，苔薄白或微黄，脉细数。
小儿青盲,脾虚气弱小儿青盲,双眼光感，面色蒌黄，食少气短，便溏量多，消化不良，伴眼睫无力，胲体蒌软，舌淡体胖，边有齿痕或苔中剥，脉沉细。
小儿青盲,肝肾不足小儿靑盲,双眼光感，口眼干涩，手足颤抖或足软无力，虚烦少眠，智力不足，小便频数，口干咽燥，舌质偏红少苔，脉细数。
小儿青盲,撞击外伤小儿青盲,双眼（或单眼）无光感，瞳神间有散大，伴头眼胀痛，舌苔薄白，脉稍数。
视瞻昏渺,肝郁气滞视瞻昏渺,视力渐降，视物昏朦日增，或目珠隐隐作痛，眼底可无明显异常或有水肿，渗出、出血等病变，兼见胸闷痞满，胁胀嗳气，抑郁易怒，口苦咽干，妇女月经不调，舌红苔薄，脉弦细而数。
视瞻昏渺,湿热上犯视瞻昏渺,眼沉头重，视力下降或自视眼前有黑花飞舞或视物变形，视瞻有色或视大为小，视直为曲等，病情缠绵，眼底可见脉络膜、视网膜有黄白色渗出斑，边缘不淸，兼见胸脘满闷，四肢重坠，胃呆纳少，小便黄少，舌苔黄腻，脉数.
视瞻昏渺,阴虚火旺视瞻昏渺,视力淅降，视物昏朦，眼底渗出斑小而数多，境界较显或出血点色暗红，兼见头晕耳鸣，失眠多梦，五心烦热，口干咽燥，溲黄便干，舌红少苔，脉细数。
视瞻昏渺,精血亏损视瞻昏渺,视力渐降，视物昏渺，眼内干浬，视物变形，眼底可无明显异常，或见水肿、滲出、出血等消退而遗留蒌缩病灶，或见视現头渐变苍白，兼见眩晕耳鸣，神疲乏力，腰膝酸软，夜眠多梦，肢冷汗出，舌淡少苔，脉细弱。
夜盲,肝血不足夜盲,每至日落之后，视力昏暗，不能见物，眼涩痒羞明，瞬目频作，时轻时重，甚则黑睛渍烂生翳，伴头晕心悸，舌淡苔薄，脉细弦。
夜盲,肝肾阴虚夜盲,白昼目明，至瞑则不见物，视野狭窄，眼干不适，心烦少寐，腰痠腿软，头晕口干，遗精，舌红少苔，脉细数。
夜盲,脾气虚弱夜盲,目入暮不能视物，视野狭窄，神疲乏力，少气懒言，舌质淡，苔薄白，脉细软。
夜盲,脾肾阳虚夜盲,昼视通明，夜视罔见，视力减退，视野狭窄，形寒肢冷，腰膝痠软，阳瘘早泄，五更泄泻，小便请长，或尿后余沥，舌质淡胖，苔白腻，脉沉细，两尺微。
夜盲,气血两虚夜盲,头晕目眩，暮无所见，视野狭窄，面色苍白，心悸失眠，神疲乏力，气短自汗，舌质淡，脉细弱。
夜盲,肝血不足夜盲,多因素体虚弱，或失血，病后血虚，进成肝血不足，致神水神裔失其涵养，初则两目干涩，继则暮临，目无所见。血虚不能上荣头目，故头晕；血不养心，故心详，舌淡，脉细。
夜盲,肝肾阴虚夜盲,多从肝血不足夜盲发展而来，亦可因素体阴虚，房劳不节，肝肾同病。阴精亏损，髓海空虚，无以上养脑髓而充睛明，故入暮不见，视野狭窄。肾水不足，故头晕耳鸣。腰府空虚，则腰膝痠软；阴虚则生内热，故心烦少寐，口干；阴虚火动，精关不固，故遗精。舌红少苔，脉细数。
夜盲,脾气虚弱夜盲,多因饥饱无常，劳累过度，或思虑伤脾，中气不足，脾运失司，清阳之气不能升运，头目失养而致夜盲。脾气虚弱，故神疲乏力，少气懒言，舌质淡，脉细软。
夜盲,肾阳虚夜盲,多从脾气虚弱发展而来，故又重于脾气虚弱者，常互为因果。脾肾阳虚夜肓，多因脾气虚弱发展及肾，或素体阳虚，脾肾两亏，淸阳不升，气不荣睛而见夜盲。阳虚生外寒，故形寒肢冷；脾肾阳虚，阳气衰微，故腰膝痠冷，阳痿早泄，甚则五更泄泻，舌淡胖，脉沉细。
视物变形,肝肾阴虚视物变形,表现为视直如曲、视大为小，伴有头晕目眩，口眼干涩，耳鸣失眠，腰酸遗精，或五心烦热，盗汗，舌红少苔，脉细数。
视物变形,肝气郁结视物变形,视正反斜，视大为小，头痛眼胀，伴有神烦易怒，胸胁胀满，食欲不振，妇女月经不调，或经前乳房作胀，舌苔微黄薄腻，脉弦。
视物变形,脾气虚弱视物变形,视正反斜，视大为小，头痛绵绵，纳少便溏，伴有神疲气短，舌质淡胖，脉沉细。
视物变形,心脾两虚视物变形,视大为小，视正反斜，视力疲劳，眼睫乏力，心悸健忘，食欲不振，夜寐少宁，舌淡苔薄，脉细。
视物变形,气滞血淤视物变形,视正反斜，视大为小，时轻时重，每遇劳累而作，舌质紫黯，或有疲点，脉细涩。
白内障,脾虚白内障,视物模糊，不能久视，视久则酸痛，渐致失明，兼见面色光白，肢体倦息，气怯懒言，食少纳呆，舌淡，脉虚细。
白内障,阴虚白内障,初起视觉昏花，常见空中黑花撩乱，继则视歧，睹物成二体，瞳神气色呈淡白或淡黄，逐渐转为全白而失明，兼见头晕耳鸣，腰膝酸软，舌质红，苔黄，脉细弱
白内障,火盛白内障,视物昏花，眼前绳飞蝶舞，或若垂蟢，或若薄烟轻雾，不痛不痒，渐渐加重而失明，兼见口苦咽干，心烦少寐，睡眠多梦，舌红，脉细数。
白内障,胎患白内障,小儿出身后即视物不辨，瞳神内黄精混浊，有白翳在神水之中，障于瞳神，常伴有眼内其他病变，或与先天稟赋畸形等症并见。
白内障,惊震白内障,眼珠顿挫损伤，瞳神内黄精逐渐混浊，视物昏朦，甚则只辨三光。
暴盲,热入营血暴盲,壮热口干，双眼突然肓而不见，神昏諺语，或见斑疼，舌红绛，苔光剥，脉细数。
暴盲,肝火上逆暴盲,烦躁易怒，骤然一眼或双眼盲而不见，目珠疼痛，头晕且痛，面红目赤，胁痛口苦，舌红苔黄，脉弦数。
暴盲,阴虚火旺暴盲,头晕目眩，眼前自觉炊烟缕缕，逐渐散开，呈一片红光，继而目盲不见，颧红潮热，心悸盗汗，五心烦热，舌红苔少，脉细数无力。
云雾移睛,肝肾亏损云雾移睛,双目外观如常，自觉眼前有蚊蝇黑影飞舞供动，仰视则上，俯视则下。视物模糊，久视则双目干涩坠痛，兼见头晕耳鸣，腰膝无力，夜梦遗精，舌红苔少，脉细弱或虚大。
云雾移睛,气血两虚云雾移睛,双侧外观端好，常觉目外有如蝇蛇绦环等状黑影统绕，目珠隐痛干涩，引及眉棱骨痛，久视更甚，面色不华，气短懒言，心悸失眠，舌淡，脉濡细。
云雾移睛,痰浊上蒙云雾移睛,眼前有旗旆蛱蝶或蚊蝇翅状物飘动，色或微黄，双眼外观如常，兼头蒙不爽，目不欲睁，痰多胸闷，神疲乏困，纳呆便溏，舌苔腻或白滑，脉滑。
云雾移睛,湿热蕴蒸云雾移睛,眼前常有蛛丝飘动，蚊蝇飞舞，随眼珠动定而移止，视物模糊如隔轻纱薄雾，常见白睛红赤，或抱轮红赤，头痛目痛，畏光，瞳神紧小，兼见口苦，心烦，溲赤，舌苔白腻，脉濡滑数。
经行目痛,肝虚血亏经行目痛,行经睛珠思痛，伴有头晕眼花，面色苍白，心慘失眠，唇舌色淡，脉沉细。
经行目痛,血虚受风经行目痛,"行经睹珠疼痛，眉眶痠痛和偏侧头痛，伴有面色苍白，舌质淡，脉弦细。
"
经行目痛,肝热受风经行目痛,行经白睛红赤，头目疼痛，羞明流泪，伴有涩痛难睁，黑睛星翳或凝脂，舌质较红，苔薄白或薄黄，脉弦细而数。
经行目痛,血凝翳留经行目痛,行经黑睛斑翳脆嫩，睛珠胀痛，行经加重，舌质淡红，脉细而缓。
老花眼,肝肾两虚老花眼,近视力逐渐减退，尤以夜间灯光下或光线不充足处为甚，常将近物远移，随年齡增长而加重。若勉强视近，可引起头痛、眼胀干涩等症状。兼见头晕目眩，虚烦不眠，口干咽燥，腰膝痠软，舌红少苔，脉细弱。
老花眼,气血两虚老花眼,老花眼，全身兼见头晕心悸，失眠健忘，肢体倦怠，少气懒言，面色不华。舌淡苔白，脉细弱。
远视,阴精不足远视,能远视而不能近视，久视则目珠痠痛，头晕耳鸣，腰膝痠软，口咽干燥，甚则遗精盗汗，牙齿松动，舌红少苔，脉细数。
远视,阴虚火旺远视,能远怯近，不能久视，两目大小眦角隐隐发赤，头晕耳鸣，腰痠腿软，潮热颧红，手足心热，夜多盗汗，舌质红绛，脉细弦数。
远视,气血两虚远视,视远较视近清楚，不耐久视，久视两目痠痛，甚则痛连两眶及前额部，面色少华，心悸怔忡，头晕失眠，气短神疲，食欲不振，舌淡少苔，脉细无力。
远视,阴阳两虚远视,目力减退，视近昏朦，但视远较视近略清楚，伴形寒肢冷，舌淡苔白，脉沉细。
近视,气虚神伤近视,能近视而不能远视，夜寐梦多，恍惚健忘，心烦不宁，体倦无力，苔薄白，脉细弱。
近视,肝肾亏虚近视,眼目昏暗，远视不明，时见黑花，日久可成内障，或伴见腰膝痠软，阳蒌遗精，小便余沥，舌淡，脉细弱。
血灌瞳神,肝胆火热血灌瞳神,黑睛与黄仁之间溢血，色泽鲜红，轻者沉积下方呈水平液面，甚者黑睛一片鲜红，遮盖瞳人。眼目胀涩疼痛，白睛混赤或抱轮红赤，热泪如汤，羞明难睁，视物模糊，如隔绢纱烟雾，或红光满目。兼见头痛耳鸣，口苦咽干，胸胁胀满，心烦易怒，溲赤便秘，舌红，脉弦数。
血灌瞳神,肝肾阴虚血灌瞳神,黑睛与黄仁之间淤血积滞。睛珠干涩少泪而痛，白睛红赤，视物模糊，不耐久视。兼见头晕耳鸣，腰膝痠软，潮热盗汗，夜梦遗精，舌尖红，脉细数。
血灌瞳神,脾不统血血灌曈神,瘀血留滞黑睛与黄仁之间，甚则黑睛一片鲜红。睛珠胀痛，白瞒红赤，视力疲劳，视物不请。兼见面色少华，神疲乏力，食少便溏，失眠多梦，舌淡脉濡弱。
血灌瞳神,被物所伤血灌瞳神,为钝物所伤，或施眼科手术中失手，黄仁脉络受损，血溢络外，停滞于黑睛于黄仁之间，甚至黑睛一片鲜红，瞳神被掩，白睛紫黑一片或如血灌。胞睑肿胀，青紫淤痛，视物模糊，舌质如常，脉弦。
瞳神干缺,肝胆郁热瞳神干缺,神水混浊或神膏混浊，瞳神边缘不齐。头痛眼痛，热泪頻流，羞明难睁，视物不清，抱轮红赤。黑睛后可见沉着物，黄仁纹理不请。兼见口渴喜饮，烦躁易怒，便秘溺赤，舌红苦黄，脉弦数。
瞳神干缺,肝肾阴虚瞳神干缺,患病日久，瞳神干缺状如花瓣、锯齿或小如计孔。或见翳膜遮蔽。眼目干涩，视物朦胧，抱轮红赤时轻时重，黑睹后可见尘状沉着物，黄仁纹理不淸或黄仁局堪性干枯变白。兼见头晕耳鸣，腹膝痠软，虚烦不眠，口干咽燥，舌红少苔，脉细数。
瞳神缩小,肝胆火炽曈神缩小,曈神缩小，展缩失灵。发病急骤，珠痛拒按，痛连眉棱、颞颟。泪热如汤，畏光难睁，白睹混赤或抱轮红赤。黑睛内壁有沉着物，多为粉尘状。神水混浊，黄仁肿胀。兼见头痛头胀，胁肋灼痛，烦操易怒，口干口苦，便秘涵赤，舌红苔黄，脉弦数。
瞳神缩小,肝肾阴虚瞳神缩小,瞳神缩小。病势较缓或患病既久，眼内干涩，视物昏花，赤痛时轻时重反复发作，黑睛内壁沉着物久不消退，神水轻度混浊。兼见头晕耳鸣，腰膝痠软，五心烦热，潮热盗汗，口咽干燥，舌红少津，脉细数。
瞳神缩小,风湿夹热瞳神缩小,曈神缩小，或偏缺不圆，病情缠绵且长反复。发病或急或缓，视物昏矇或黑花自见。黑睛下份沉着物色白点或如羊脂状，神水不淸，黄仁纹理模糊。兼见头昏身重，胸胺满闷，肢体困重，口干不欲饮，汗出热不解，舌苔黄腻，脉濡数。
瞳神缩小,气滞血瘀瞳神缩小,眼部受伤后疼痛流泪，视力下降，畏日羞明，白睛抱轮红赤或混赤，神水混浊，甚至血灌曈神，瞳神渐小或边缘不圃整，舌红苔薄，脉弦。
瞳神散大,气阴两虚瞳神散大,视物如在云雾之中，患跟干涩不爽，头晕目眩，体倦乏力，心烦少寐，口咽干燥，舌质红苔黄，脉濡细。
瞳神散大,阴虚火旺瞳神散大,视物模糊，目赤眵结，耳鸣耳聋，膝膝痠软，遗精滑泄，舌红苔少，脉虚细带数。
瞳神散大,痰火郁结瞳神散大,神物不请，眼珠及头額眉梭胀痛，或偏于一侧，身热口渴，呕吐涎沫，舌苔腻，脉弦滑。
瞳神散大,肝气郁结艟神散大,视物昏朦，面红目赤，胸闷胁痈，烦鑤不宁，暧气少食，舌红苔薄，脉弦。
瞳神散大,外伤瞳神散大,撞击伤目，视物昏朦、头眼胀痛，甚则血灌瞳神，胞睑瘀血，肿胀疼痛。
目偏视,风邪中络目偏视,目睛不红不肿，目偏视，或患眼睑胞下垂，眼睫无力，眼球运动受阻，视一为二。多发单眼。伴眼角、口角喝斜，流涎等症状，每于晨起或午睡后发觉。兼见恶风，自汗，头痛，目眩，舌苔薄白，脉浮缓。
目偏视,痰湿阻络目偏视,驟起目偏视向内或向外，多发单眼，患眼睑胞下垂，睛珠运动受阻，或视一为二，常伴口角嗝斜，语言不利等症。平素常感胸闷不舒，眩晕恶心呕吐，神疲倦怠，纳差便溏。舌苔白腻，脉弦滑。
目偏视,风热上攻目偏视,双目偏视或仰视，常继发热头痛，甚至神昏抽搐，角弓反张而发。有明显的热证发病过程。舌红苔黄，脉细数或弦数。
目偏视,肝风内动目偏视,单眼或双眼偏视，目睛斜向内或向外，平素可见目赤头痛，眩晕足软，口苦，易怒，手足麻木，筋肉润动，舌红，脉弦数。
目偏视,疲血凝滞目偏视,眼睑、眶部或头部外伤后，伤目黑睛偏斜向内或向外。小儿外伤后则多兼见心神不宁，夜梦啼哭，睡眠惊惕，指纹靑紫，脉弦。
目偏视,禀賦不足目偏视,多为先天性，单眼或双眼偏视，患儿常伴发育迟缓，步迟齿迟，智力较差。或由于眼球发育异常，单眼或双眼视功能不全，日久而致偏视。亦有婴儿体弱，长期侧卧斜视，筋脉凝定，形成目偏视。
目偏视,偏废性目偏视,单眼黑睛向外偏视，多兼内、外障眼疾，视力极差，长期废用，以致眼带筋脉弛缓，病目向外偏视。
头目胀痛,痰湿上逆头目胀痛,头痛，目睛胀痈，视物昏暗，瞌神散大，伴恶心，呕吐淸涎，或胸闷身重，纳呆，口渴不欲饮，舌苔腻或黄腻，脉濡细或滑数。
头目胀痛,肝火犯胃头目胀痛,头痛偏甚，目珠胀痛，甚则头痛如劈，目胀欲脱，瞳神散大，视力骤降，烦躁易怒，口渴欲饮，呕吐频作，舌红苔黄，脉弦滑数。
头目胀痛,肝阳上亢头目胀痈,头痛偏于一侧，目珠胀痛，瞳神或大，视物模糊，可见虹视，头晕泛恶，口干咽痛，腰膝疫软，舌红苔薄，脉弦细。
头目胀痛,阴虚火旺头目胀痛,头痛头晕，目珠胀痛，瞳神或大，两眼昏花，可见虹视，心悸神烦，夜寐不安，舌红苔少，脉细数无力。
目视无神,阴血亏虚目视无神,症状为两目光彩不足，自觉视物昏朦，易于疲困，头昏耳鸣，肢软乏力，心悸失眠，潲热盗汗，舌红或舌淡，脉细数或虚软无力。
目视无神,精气衰败目视无神,两目内陷，目视无光，瞳仁散大，目不识人，形羸色畋，喘急异常，二便失禁，或两手循衣摸床.或语无伦次。
目珠自胀,外感风热目珠自胀,目珠自觉作胀，甚则延及眉棱骨疼痈或疫痛，眼睫无力，不能久视，舌红苔黄，脉数。
目珠自胀,肝郁气滞目珠自胀,目珠自觉发胀不适，无明显疼痛，及红赤眵泪，胸闷胁痛，口苦咽干，舌红苔薄，脉弦细或数。
目珠自胀,气血亏虚目珠自胀,目珠常感发胀难受，毎遇形体劳倦，或妇女临经之际尤甚，无赤涩眵泪，面色蒌黄，唇甲淡白，心悸失眠，气短自汗，舌质淡，脉细弱。
目昏,风痰上扰目昏,目昏眼花，眼皮时时跳动，头晕胸闷，少食多寐，痰多呕恶，舌苔白腻，脉弦滑。
目昏,肝郁气滞目昏,症状是目昏目胀，头晕口苦。精神抑郁，两胁作痛，舌红苔白，脉弦数。
目昏,心肝血虚目昏,视物昏渺，双目干涩，遇劳更甚，兼见面色无华，心棒失眠，唇舌色淡，脉细无力。
目昏,脾气虚弱目昏,双目视物昏渺，眼睫无力，视物易觉疲劳，兼见面色萎黄，倦怠无力，食少便溏，舌微红，苔薄白，脉虚弱。
目昏,肝肾阴虚目昏,视瞻昏渺，双目干涩，兼见头晕耳鸣，腥膝疲痛，遗精盗汗，咽喉干痛，舌红，脉细数。
目昏,命门火衰目昏,视物昏暗，面色咣白，形寒肢冷，阳萎早泄，自汗夜尿多，脉沉细无力。
目札,肝经风热目札,两目连札，上下左右如风吹，不能自主，或伴发热，或致风搐，舌质红，苔薄白，脉细数。
目札,肝气乘脾目札,两眼睑时时札动，面色发青，夜卧易惊，食少纳呆，体倦乏力，舌苔白赋？脉满细。
